"model","academic_year","region","campus","grade","persistence","persistence_type","persistence_type_display","grouped_by","grouped_by_display","level_1","level_2","level_3","level_4","level_5","level"
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Burke","PK",100,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,82.01,82.01,82.01,82.01,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Converse","PK",100,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,82.01,82.01,82.01,82.01,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Bridge","1",60.9375,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,70.4785574703743,71.9066666666667,73.334775862959,74.7628850592514,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Innovation","1",55.3846154,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,70.4785574703743,71.9066666666667,73.334775862959,74.7628850592514,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","UP","1",57,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,70.4785574703743,71.9066666666667,73.334775862959,74.7628850592514,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Innovation","10",53.7313433,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,NA,66.27,NA,NA,NA
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Bridge","2",50.4273504,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,67.1297092563968,71.9066666666667,76.6836240769365,81.4605814872064,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Innovation","2",54.3103448,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,67.1297092563968,71.9066666666667,76.6836240769365,81.4605814872064,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","UP","2",68.5714286,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,67.1297092563968,71.9066666666667,76.6836240769365,81.4605814872064,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Bridge","3",55.7522124,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,NA,77.64,NA,NA,NA
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Bridge","4",61.6071429,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,70.5465309363286,71.9066666666667,73.2668023970047,74.6269381273428,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Innovation","4",56.6371681,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,70.5465309363286,71.9066666666667,73.2668023970047,74.6269381273428,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","UP","4",61.038961,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,70.5465309363286,71.9066666666667,73.2668023970047,74.6269381273428,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Bridge","5",53.6,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,70.893866360401,71.9066666666667,72.9194669729324,73.9322672791981,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Innovation","5",50,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,70.893866360401,71.9066666666667,72.9194669729324,73.9322672791981,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","UP","5",53.4090909,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,70.893866360401,71.9066666666667,72.9194669729324,73.9322672791981,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Bridge","6",54.6099291,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,71.9732114770065,74.725,77.4767885229935,80.2285770459869,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","UP","6",62.3931624,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,71.9732114770065,74.725,77.4767885229935,80.2285770459869,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Innovation","7",58.6666667,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,66.8486060108209,69.04,71.2313939891791,73.4227879783582,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","UP","7",64.8648649,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,66.8486060108209,69.04,71.2313939891791,73.4227879783582,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Innovation","8",66.3043478,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,NA,66.27,NA,NA,NA
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Bridge","K",58.4,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,69.481289054518,71.9066666666667,74.3320442788153,76.7574218909639,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Innovation","K",56.1904762,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,69.481289054518,71.9066666666667,74.3320442788153,76.7574218909639,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","UP","K",65.4761905,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,69.481289054518,71.9066666666667,74.3320442788153,76.7574218909639,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Hope","1",72.0496894,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,71.5005151510809,77.25,82.9994848489191,88.7489696978382,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Victory","1",88.3116883,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,71.5005151510809,77.25,82.9994848489191,88.7489696978382,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Hope","2",67.8082192,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,74.4617983415579,77.25,80.0382016584421,82.8264033168842,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Victory","2",75.6944444,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,74.4617983415579,77.25,80.0382016584421,82.8264033168842,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Hope","3",67.0807453,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,72.1496020177488,77.25,82.3503979822512,87.4507959645024,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Victory","3",81.5068493,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,72.1496020177488,77.25,82.3503979822512,87.4507959645024,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Hope","6",63.5761589,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,72.3091403336036,77.25,82.1908596663964,87.1317193327928,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Victory","6",77.5510204,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,72.3091403336036,77.25,82.1908596663964,87.1317193327928,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Hope","7",71.6216216,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,72.1560769238335,77.25,82.3439230761665,87.4378461523331,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Victory","7",86.0294118,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,72.1560769238335,77.25,82.3439230761665,87.4378461523331,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Hope","K",65,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,69.8616406828494,77.25,84.6383593171506,92.0267186343012,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Victory","K",85.8974359,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,69.8616406828494,77.25,84.6383593171506,92.0267186343012,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Achieve","1",77.34375,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.5467380822301,81.9775,85.4082619177699,88.8390238355398,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Edgecliff","1",86.9918699,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.5467380822301,81.9775,85.4082619177699,88.8390238355398,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","1",71.1111111,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.5467380822301,81.9775,85.4082619177699,88.8390238355398,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","1",82.6771654,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.5467380822301,81.9775,85.4082619177699,88.8390238355398,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Achieve","2",76.4705882,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.9812657247426,81.9775,85.9737342752574,89.9699685505147,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Edgecliff","2",87.5968992,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.9812657247426,81.9775,85.9737342752574,89.9699685505147,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","2",73.3333333,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.9812657247426,81.9775,85.9737342752574,89.9699685505147,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","2",68.852459,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.9812657247426,81.9775,85.9737342752574,89.9699685505147,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Achieve","3",72.8682171,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.8666243058517,81.9775,85.0883756941483,88.1992513882967,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Edgecliff","3",85.3658537,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.8666243058517,81.9775,85.0883756941483,88.1992513882967,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","3",71.7741935,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.8666243058517,81.9775,85.0883756941483,88.1992513882967,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","3",75,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.8666243058517,81.9775,85.0883756941483,88.1992513882967,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Achieve","4",59.3023256,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,73.2170762766907,81.9775,90.7379237233093,99.4983474466187,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Edgecliff","4",82.2580645,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,73.2170762766907,81.9775,90.7379237233093,99.4983474466187,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","4",69.6721311,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,73.2170762766907,81.9775,90.7379237233093,99.4983474466187,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","4",100,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,73.2170762766907,81.9775,90.7379237233093,99.4983474466187,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Achieve","5",71.7948718,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,74.2178397401222,81.9775,89.7371602598779,97.4968205197557,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Edgecliff","5",100,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,74.2178397401222,81.9775,89.7371602598779,97.4968205197557,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","5",74.5901639,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,74.2178397401222,81.9775,89.7371602598779,97.4968205197557,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","5",100,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,74.2178397401222,81.9775,89.7371602598779,97.4968205197557,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Achieve","6",62.3655914,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.7473996342236,81.9775,86.2076003657764,90.4377007315527,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Edgecliff","6",81.7460317,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.7473996342236,81.9775,86.2076003657764,90.4377007315527,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","6",73.3870968,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.7473996342236,81.9775,86.2076003657764,90.4377007315527,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","6",78.358209,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.7473996342236,81.9775,86.2076003657764,90.4377007315527,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Achieve","7",67.768595,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,79.0701707059421,81.9775,84.884829294058,87.7921585881159,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Edgecliff","7",81.5384615,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,79.0701707059421,81.9775,84.884829294058,87.7921585881159,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","7",72.2222222,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,79.0701707059421,81.9775,84.884829294058,87.7921585881159,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","7",75.7352941,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,79.0701707059421,81.9775,84.884829294058,87.7921585881159,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Achieve","8",65.2542373,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,73.8959858349427,81.9775,90.0590141650573,98.1405283301146,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Edgecliff","8",70.6349206,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,73.8959858349427,81.9775,90.0590141650573,98.1405283301146,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","8",68.0327869,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,73.8959858349427,81.9775,90.0590141650573,98.1405283301146,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","8",100,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,73.8959858349427,81.9775,90.0590141650573,98.1405283301146,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Achieve","9",70.754717,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.474020998183,81.635,82.795979001817,83.956958003634,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","9",74.0384615,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.474020998183,81.635,82.795979001817,83.956958003634,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Achieve","K",75,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.5660060761494,81.9775,86.3889939238506,90.8004878477013,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Edgecliff","K",86.1788618,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.5660060761494,81.9775,86.3889939238506,90.8004878477013,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","K",66.4,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.5660060761494,81.9775,86.3889939238506,90.8004878477013,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","K",68.852459,"FDOP","First Day of Persistience","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.5660060761494,81.9775,86.3889939238506,90.8004878477013,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","1",86.7924528301887,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.4155747988099,82.46125,84.5069252011901,86.5526004023801,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","1",78.5714285714286,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.4155747988099,82.46125,84.5069252011901,86.5526004023801,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Kyle","1",92.9133858267717,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.4155747988099,82.46125,84.5069252011901,86.5526004023801,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","1",86.4406779661017,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.4155747988099,82.46125,84.5069252011901,86.5526004023801,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","1",85.6,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.4155747988099,82.46125,84.5069252011901,86.5526004023801,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","1",87.0689655172414,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.4155747988099,82.46125,84.5069252011901,86.5526004023801,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","1",89.1472868217054,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.4155747988099,82.46125,84.5069252011901,86.5526004023801,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","1",89.0625,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.4155747988099,82.46125,84.5069252011901,86.5526004023801,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","10",85.2272727272727,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,82.2002842673156,83.958,85.7157157326844,87.4734314653687,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Kyle","10",92.4528301886792,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,82.2002842673156,83.958,85.7157157326844,87.4734314653687,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","10",92.8571428571429,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,82.2002842673156,83.958,85.7157157326844,87.4734314653687,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","10",86.2385321100917,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,82.2002842673156,83.958,85.7157157326844,87.4734314653687,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","10",88.1188118811881,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,82.2002842673156,83.958,85.7157157326844,87.4734314653687,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","11",90.9090909090909,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,84.3036355299416,86.91,89.5163644700584,92.1227289401168,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","11",88.6075949367089,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,84.3036355299416,86.91,89.5163644700584,92.1227289401168,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","11",80.9523809523809,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,84.3036355299416,86.91,89.5163644700584,92.1227289401168,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","2",86.1788617886179,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.8694813007896,82.46125,84.0530186992104,85.6447873984208,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","2",86.5384615384615,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.8694813007896,82.46125,84.0530186992104,85.6447873984208,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Kyle","2",84.7457627118644,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.8694813007896,82.46125,84.0530186992104,85.6447873984208,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","2",94.1666666666667,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.8694813007896,82.46125,84.0530186992104,85.6447873984208,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","2",90.983606557377,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.8694813007896,82.46125,84.0530186992104,85.6447873984208,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","2",90.6779661016949,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.8694813007896,82.46125,84.0530186992104,85.6447873984208,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","2",86.3636363636364,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.8694813007896,82.46125,84.0530186992104,85.6447873984208,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","2",88.3333333333333,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.8694813007896,82.46125,84.0530186992104,85.6447873984208,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","3",89.5238095238095,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2656279442221,82.46125,84.6568720557779,86.8524941115557,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","3",84.4827586206897,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2656279442221,82.46125,84.6568720557779,86.8524941115557,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Kyle","3",93.2773109243697,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2656279442221,82.46125,84.6568720557779,86.8524941115557,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","3",93.2203389830508,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2656279442221,82.46125,84.6568720557779,86.8524941115557,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","3",86.5079365079365,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2656279442221,82.46125,84.6568720557779,86.8524941115557,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","3",83.3333333333333,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2656279442221,82.46125,84.6568720557779,86.8524941115557,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","3",85.6,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2656279442221,82.46125,84.6568720557779,86.8524941115557,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","3",94.3548387096774,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2656279442221,82.46125,84.6568720557779,86.8524941115557,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","4",88.28125,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.5821625193934,82.46125,84.3403374806066,86.2194249612132,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","4",86.2068965517241,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.5821625193934,82.46125,84.3403374806066,86.2194249612132,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Kyle","4",91.5966386554622,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.5821625193934,82.46125,84.3403374806066,86.2194249612132,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","4",92.5,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.5821625193934,82.46125,84.3403374806066,86.2194249612132,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","4",83.0357142857143,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.5821625193934,82.46125,84.3403374806066,86.2194249612132,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","4",90.9090909090909,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.5821625193934,82.46125,84.3403374806066,86.2194249612132,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","4",83.3333333333333,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.5821625193934,82.46125,84.3403374806066,86.2194249612132,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","4",90.9090909090909,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.5821625193934,82.46125,84.3403374806066,86.2194249612132,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","5",86.7768595041322,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,79.9911886179948,82.46125,84.9313113820052,87.4013727640103,4
