"model","academic_year","region","campus","grade","persistence","persistence_type","persistence_type_display","grouped_by","grouped_by_display","level_1","level_2","level_3","level_4","level_5","level"
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","2",73.3333333,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","3",71.7741935,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","4",69.6721311,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","7",72.2222222,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","8",68.0327869,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","1",82.6771654,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","2",68.852459,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","5",100,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","6",78.358209,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","3",75,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","4",100,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","7",75.7352941,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","8",100,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","K",68.852459,"FDOP","First Day of Persistience","academic_year | persistence_type","Org-wide",0,79.2593752273062,84.3335470668486,89.4077189063909,94.4818907459333,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","K",85.7142857142857,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","1",86.7924528301887,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","2",86.1788617886179,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","3",89.5238095238095,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","4",88.28125,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","5",86.7768595041322,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","6",87.5968992248062,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","7",86.5671641791045,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","8",75.4966887417219,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","9",84.1121495327103,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","10",85.2272727272727,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","11",90.9090909090909,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","K",75,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","1",78.5714285714286,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","2",86.5384615384615,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","3",84.4827586206897,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","4",86.2068965517241,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","5",80.3571428571429,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","6",79.3650793650794,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","7",88.6075949367089,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","8",74.6666666666667,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","9",87.8378378378378,"LDOS","Last Day of School","academic_year | persistence_type","Org-wide",0,80.8423069554403,84.3815449438202,87.9207829322001,91.4600209205801,3
